sp004-000001_KS_11	अभ्यर्थ्येति
sp004-001940_KS_16	कर्मणि लिट्
sp004-001941_KS_16	द्रष्टृभिः इति शेषः
sp004-001942_KS_16	नेति
sp004-001943_KS_16	रथी रथारोहः शस्त्रेण मूर्च्छितम् अचेतितम् रथिनम् भूयः न प्राहरत्
sp004-001944_KS_16	किन्तु पुनरपि युधि लोभतः लोभेन
sp004-001945_KS_16	तृतीयार्थे तसिः
sp004-001946_KS_16	प्रत्याश्वसन्तम् पुनः उज्जीवन्तम् अन्विच्छन् अपेक्षमाणः सन् अतिष्ठत्
sp004-001947_KS_16	अन्योन्यमिति
sp004-001948_KS_16	वरायुधौ श्रेष्ठायुधौ कौचित् रथिनौ अन्योन्यम् परस्परेण कृत्वा गतप्राणौ
sp004-001949_KS_16	गमितासू अत एव दिवङ्गतौ एकाम् अप्सरसम् प्राप्य युयुधाते
sp004-001950_KS_16	अहमेताम् ग्रहीष्यामि अहमेताम् ग्रहीष्यामि इति वदन्तौ कलहम् चक्रतुः इत्यर्थः
sp004-001951_KS_16	मिथ इति
sp004-001952_KS_16	मिथः अन्योन्यम् अर्धचन्द्रेण तदाकारबाणेन निर्लूनमूर्धानौ छिन्नमस्तकौ अत एव खेचरौ
sp004-001953_KS_16	आकाशचारिणौ रुचा कान्त्या युतौ कौचित् रथिनौ रथारोहौ कर्तारौ
sp004-001954_KS_16	भुवि नृत्यन्तौ गात्रम् विक्षिपन्तौ स्वकबन्धौ शिरोरहितस्वदेहौ कर्म
sp004-001955_KS_16	अपश्यताम् दृष्टवन्तौ
sp004-001956_KS_16	रणेति
sp004-001957_KS_16	तूर्येषु नदत्सु सत्सु परेतयोषिताम् भूताङ्गनानाम् गणेषु गायत्सु सत्सु
sp004-001958_KS_16	धृतायुधाः कबन्धराजयः शिरोरहितदेहपङ्क्तयः शोणितपङ्कपिच्छिले रुधिरकर्दमलिप्ते
sp004-001959_KS_16	अनेन स्निग्धत्वम् उक्तम्
sp004-001960_KS_16	रणाङ्गणे सङ्ग्रामचत्वरे कथम् कथञ्चित् महता कष्टेन ननृतुः गात्रम् विचिक्षिपुः
sp004-001961_KS_16	भूमेः अतिस्निग्धतया पादयोः स्थैर्येण स्थापनासम्भवात् नृत्ये प्रयत्नो योग्यः इति भावः
sp004-001962_KS_16	एषाम् श्लोकानाम् स्फुटार्थत्वात् विस्तरेण विवृतिः नोक्ता
sp004-001963_KS_16	प्रसङ्गात् वक्तव्यनिर्धारणेन लाघवादि अकारि
sp004-001964_KS_16	अतः क्षन्तव्यम् इत्यलम्
sp004-001965_KS_16	उपजातिः वृत्तम्
sp004-001966_KS_16	इतीति
sp004-001967_KS_16	इति पूर्वोक्तप्रकारेण सुरासुरसैन्ययोः देवदैत्यसैन्ययोः युद्धे सङ्ग्रामे वृत्ते भूते सति
sp004-001968_KS_16	तथा रुधिरसरिताम् शोणितनदीनाम् तटेषु मज्जन्तः निमग्नीभवन्तः दन्तिव्रजाः
sp004-001969_KS_16	गजसमूहाः येषु तथाभूतेषु सत्सु
sp004-001970_KS_16	अलम् अतिशयेन क्रोधाद्धेतोः अरुणनयनः रक्तलोचनः
sp004-001971_KS_16	तथा भीमे भयानके भ्रमती विवर्तमाने भृकुटीमुखे भृकुट्योः अग्रे यस्य तथोक्तः
sp004-001972_KS_16	सः सुररिपुः तारकः युयुत्सया योद्धुम् इच्छया सपदि तत्क्षणमेव ककुभाम् दिशाम् ईशान् ककुभाम् दिशाम्
sp004-001973_KS_16	ईशान् इन्द्रादीन् अष्टदिक्पालान् अभ्यागमत् सम्मुखम् आजगाम
