sp002-000001_KS_04	मूर्च्छिता रतिः इत्युक्तम्
sp002-002280_RV_07	आत्मप्रतिरूपम् स्वतुल्यमेव
sp002-002281_RV_07	तुल्यसङ्काशनीकाशप्रकाशप्रतिरूपकाः इति दण्डी
sp002-002282_RV_07	गता प्राप्ता
sp002-002283_RV_07	तदपि कथम् जातम् अत आह हि यस्मात् मनः जन्मान्तरसङ्गतिज्ञम् भवति
sp002-002284_RV_07	तदेव इदमिति प्रत्यभिज्ञाभावेऽपि वासनाविशेषवशात् अनुभूतार्थेषु मनःप्रवृत्तिः अस्ति इत्युक्तम्
sp002-002285_RV_07	जन्मान्तरसाहचर्यमेव अत्र प्रवर्तकमिति भावः
sp002-002286_RV_07	इतीति
sp002-002287_RV_07	इति स्थाने वृता इत्याद्युक्तप्रकारेण पौरवधूमुखेभ्यः उद्गताः उत्पन्नाः श्रोत्रयोः सुखा मधुराः
sp002-002288_RV_07	सुखशब्दो विशेष्यनिघ्नः
sp002-002289_RV_07	पापपुण्यसुखादि च इत्यमरः
sp002-002290_RV_07	कथाः गिरः शृण्वन् कुमारः अजः मङ्गलसंविधाभिः मङ्गलरचनाभिः
sp002-002291_RV_07	उद्भासितम् शोभितम् सम्बन्धिनः कन्यादायिनः सद्म गृहम् समाससाद प्राप
sp002-002292_RV_07	तत इति
sp002-002293_RV_07	ततः अनन्तरम् करेणुकायाः हस्तिन्याः सकाशात् आशु शीघ्रम् अवतीर्य
sp002-002294_RV_07	कामरूपेश्वरे दत्तो हस्तो येन सः अजः
sp002-002295_RV_07	अथ अनन्तरम् वैदर्भेण निर्दिष्टम् प्रदर्शितम् अन्तश्चतुष्कम् चत्वरम्
sp002-002296_RV_07	नारीणाम् मनांसीव विवेश
sp002-002297_RV_07	महार्हेति
sp002-002298_RV_07	महार्हसिंहासने संस्थितः असौ अजः
sp002-002299_RV_07	भोजेन उपनीतम्
sp002-002300_RV_07	रत्नैः सहितम् सरत्नम्
sp002-002301_RV_07	मधुपर्कमिश्रम् अर्घ्यम् पूजासाधनद्रव्यम् दुकूलयोः क्षौमयोः युग्मम् च वनिताकटाक्षैः अन्यस्त्रीणाम् अपाङ्गदर्शनैः सार्धम्
sp002-002302_RV_07	जग्राह गृहीतवान्
sp002-002303_RV_07	दुकूलवासा इति
sp002-002304_RV_07	दुकूलवासाः सः अजः विनीतैः नम्रैः अवरोधरक्षैः अन्तःपुराधिकृतैः वधूसमीपम् निन्ये
sp002-002305_RV_07	तत्र दृष्टान्तः स्फुटफेनराजिः उदन्वान्समुद्रो नवैः नूतनैः चन्द्रपादैः चन्द्रकिरणैः वेलायाः सकाशम् समीपमिव
sp002-002306_RV_07	पूर्णदृष्टान्तोऽयम्
sp002-002307_RV_07	तत्रेति
sp002-002308_RV_07	तत्र सद्मनि अर्चितः पूजितः अग्निकल्पः अग्नितुल्यः भोजपतेः भोजदेशाधीश्वरस्य पुरोधाः पुरोहितः
sp002-002309_RV_07	पुरोधास्तु पुरोहितः इत्यमरः
sp002-002310_RV_07	आज्यादिभिः द्रव्यैः अग्निंहुत्वा तमेव च अग्निम् विवाहसाक्ष्य आधाय
sp002-002311_RV_07	साक्षिणम् च कृत्वा इत्यर्थः
sp002-002312_RV_07	वधूवरौ सङ्गमयाञ्चकार योजयामास
sp002-002313_RV_07	हस्तेनेति
sp002-002314_RV_07	स राजसूनुः हस्तेन स्वकीयेन वध्वाः हस्तम् परिगृह्य
sp002-002315_RV_07	अनन्तरायाः सन्निहितायाः अशोकलतायाः प्रवालम् पल्लवम् प्रतिपल्लवेन स्वकीयेन प्राप्य चूतः आम्रः इव
sp002-002316_RV_07	सुतराम् चकासे
sp002-002317_RV_07	आसीदिति
sp002-002318_RV_07	वरः कण्टकितः पुलकितः प्रकोष्ठो यस्य स आसीत्
