sp003-000001_RV_03	rAjYI sudakziRA garBamADatta ityuktam
sp003-006102_RV_18	DruvasanDiH urvIm prapede jyAyasi SrezWe satyasanDe satyapratijYe yasmin DruvasanDO sannamatAm
sp003-006103_RV_18	anudDatAnAm ityarTaH
sp003-006104_RV_18	arIRAm sanDiH DruvaH sTiraH aBUt
sp003-006105_RV_18	tataH sArTakanAmA ityarTaH
sp003-006106_RV_18	suta iti
sp003-006107_RV_18	mfgAyatAkzaH nfsiMhaH puruzaSrezwaH saH DruvasanDiH darSAtyayendupriyadarSane pratipaccandraniBe
sp003-006108_RV_18	sudarSanAKye sute SiSO SiSO satyeva mfgayAvihArI san siMhAt vipadam maraRam avApat
sp003-006109_RV_18	vyasanAsaktiH anarTAvahA iti BAvaH
sp003-006110_RV_18	svariti
sp003-006111_RV_18	svargAminaH svaryAtasya tasya DruvasanDeH amAtyavargaH
sp003-006112_RV_18	anATAH nATahInAH ata eva dInAH SocyAH prakftIH prajAH avekzya
sp003-006113_RV_18	kulatantum kulAvalambanam ekam advitIyam tam sudarSanam
sp003-006114_RV_18	EkamatyAt viDivat sAketanATam ayoDyADISvaram cakAra
sp003-006115_RV_18	naveti
sp003-006116_RV_18	aprOqanarendram tat raGoH kulam navendunA bAlacandreRa naBasA vyomnA
sp003-006117_RV_18	SAvaH SiSuH ekaH siMhaH yasmin
sp003-006118_RV_18	pfTukaH SAvakaH SiSuH ityamaraH
sp003-006119_RV_18	tena kAnanena ca
sp003-006120_RV_18	kuqmalam kuqmalAvasTam puzkaram paNkajam yasmin tena toyena ca upameyam upamAtum arham AsIt
sp003-006121_RV_18	navendvAdyupamAnena tasya varDizRutASOryaSrImattvAni sUcitAni
sp003-006122_RV_18	lokeneti
sp003-006123_RV_18	saH bAlaH mOliparigrahAt kirIwasvIkArAdDetoH pituH tulyaH pitfsarUpaH eva
sp003-006124_RV_18	BAvI Bavizyati iti lokena janena samBAvitaH tarkitaH
sp003-006125_RV_18	taTAhi
sp003-006126_RV_18	kalaBapramARaH kalaBamAtroऽpi meGaH purovAtam avApya ASAH diSaH vfRvan gacCan dfzwo hi
sp003-006127_RV_18	tamiti
sp003-006128_RV_18	rAjavITyAm rAjamArge aDihasti hastini
sp003-006129_RV_18	viBaktyarTe avyayIBAvaH
sp003-006130_RV_18	yAntam gacCantam
sp003-006131_RV_18	hastinam Aruhya gacCantam ityarTaH
sp003-006132_RV_18	ADoraRAlambitam SiSutvAtsAdinA gfhItam agryaveSam udAranepaTyam zaqvarzARi BUtaH paqvarzaH
sp003-006133_RV_18	tadDitArTa ityAdinA samAsaH
sp003-006134_RV_18	tamaDIzwo Bfto Buto BAvI ityaDikAre cittavati nityam iti tadDitasya luk
sp003-006135_RV_18	IzadasamAptaH zaqvarzaH zaqvarzadeSIyaH
sp003-006136_RV_18	IzadasamAptO ityAdinA deSIyarpratyayaH
sp003-006137_RV_18	tam zaqvarzadeSIyamapi bAlamapi tam sudarSanam pOrAH praButvAt pitfgOraveRa prEkzanta
sp003-006138_RV_18	pitari yAdfk gOravam tAdfSenEva dadfSuH ityarTaH
sp003-006139_RV_18	kAmamiti
sp003-006140_RV_18	saH sudarSanaH pEtfkasya siMhAsanasya kAmam samyak pratipUraRAya nAkalpata
sp003-006141_RV_18	bAlatvAt vyAptum na paryAptaH ityarTaH
sp003-006142_RV_18	cAmIkarapiYjareRa kanakagOreRa tejomahimnA punaH tejaHsampadA tu
sp003-006143_RV_18	AvftAtmA vistAritadeha san tat siMhAsanam vyApa vyAptavAn
sp003-006144_RV_18	tasmAditi
sp003-006145_RV_18	tasmAt siMhAsanAt apAdAnAt aDaH aDodeSam prati kiYcidiva avatIrRO IzallambO tapanIyapIWam kAYcanapIWam
sp003-006146_RV_18	asaMspfSantO alpakatvAt avyAptO sAlaktakO lAkzArasAvasiktO asya
sp003-006147_RV_18	sudarSanasya pAdO BUpatayaH prasidDEH unnatEH mOliBiH mukuwEH vavandire praRemuH
sp003-006148_RV_18	maRAviti
sp003-006149_RV_18	alpapramAReऽpi maRO indranIle praBAvAt tejizwatvAdDetoH mahAnIlaH iti SabdaH yaTA miTyA
sp003-006150_RV_18	nirarTakaH na taTEva arBakepi SiSAvapi tasmin sudarSane pratItaH prasidDaH mahArAjaH iti SabdaH na miTyA yayuje
sp003-006151_RV_18	paryanteti
sp003-006152_RV_18	paryantayoH pArSvayoH saYcArite cAmare yasya tasya bAlasya sambanDinaH kapolayoH lolO uBO
sp003-006153_RV_18	kAkapakzO yasya tasmAt AnanAt uccaritaH vivAdaH vacanam arRavAnAm velAsvapi na casKAla
sp003-006154_RV_18	SiSorapi tasya AjYABaNgaH nAsIt ityarTaH
sp003-006155_RV_18	capalasaMsargeऽpi mahAntaH na calantIti DvaniH
sp003-006156_RV_18	uBayakAkapakzAdityatra vfttivizaye uBayaputra itivat uBaSabdasTAne uBayaSabdaprayogaH ityuktam prAk
sp003-006157_RV_18	nirvftteti
sp003-006158_RV_18	nirvfttA jAmbUnadapawwaSoBA yasya tasmin kftakanakapawwaSoBe lalAwe nyastam tilakam daDAnaH
sp003-006159_RV_18	smeramuKaH smitamuKaH saH rAjA arisundarIRAm muKAni tenEva tilakenEva SUnyAni cakAra
sp003-006160_RV_18	aKilamapi Satruvargam avaDIt iti BAvaH
sp003-006161_RV_18	SirIzeti
sp003-006162_RV_18	SirIzapuzpADikasOkumAryaH komalANgaH ityarTaH
sp003-006163_RV_18	ata eva saH rAjA BUzaRenApi Kedam Sramam yAyat gacCet
sp003-006164_RV_18	evamBUtaH saH nitAntagurvImapi DaritryAH Duram BuvaH BAram anuBAvAt sAmarTyAt biBarAmbaBUva baBAra
sp003-006165_RV_18	BIhrIBfhuvAm Sluvacca iti vikalpAt AmpratyayaH
sp003-006166_RV_18	nyasteti
sp003-006167_RV_18	akzaraBUmikAyAm akzaraleKanasTale nyastAkzarAm racitAkzarapaNktireKAnyAsAm lipim
sp003-006168_RV_18	paYcASadvarRAtmikAm mAtfkAm kArtsnyena yAvat na gfhRAti saH sudarSanaH tAvacCrutavfdDayogAt
sp003-006169_RV_18	vidyAvfdDasaMsargAt sarvARi daRqanIteH daRqaSAstrasya PalAni upAyuNkta anbaBUt
sp003-006170_RV_18	prAgeva badDaPalasya tasya paScAt aByasyamAnam SAstram saMvAdArTamiva aBavat ityarTaH
sp003-006171_RV_18	urasIti
sp003-006172_RV_18	urasi aparyAptaH niveSaBAgaH nivAsAvakASaH yasyAH sA ata eva prOQIBavizyantam
sp003-006173_RV_18	varDizyamARam udIkzamARA prOQavapuzmAnBavizyatIti pratIkzamARA lakzmIH saYjAtalajjeva
sp003-006174_RV_18	sAkzAt AliNgitum lajjitA iva tam sudarSanam AtapatracCAyAcCalena upajugUha AliliNga
sp003-006175_RV_18	CatracCAyA lakzmIsvarUpA iti prasidDiH
sp003-006176_RV_18	prOQANganAyAH prOQapuruzAlABe lajjA BavatIti DvaniH
sp003-006177_RV_18	anaSnuvAneneti
sp003-006178_RV_18	yugopamAnam yugasAdfSyam anaSnuvAnena aprApnuvatA
sp003-006179_RV_18	abadDam mOrvIkiRaH jyAGAtagranTiH eva lAYCanam yasya tena
sp003-006180_RV_18	aspfzwaH KaNgatsaruH KaNgamuzwiH yena tena
sp003-006181_RV_18	tsaruH KaNgAdimuzwO syAt ityamaraH
sp003-006182_RV_18	evaMviDenApi ca tasya sudarSanasya Bujena BUmiH rakzAvatI AsIt
sp003-006183_RV_18	SiSorapi tasya tejaH tAdfk ityarTaH
sp003-006184_RV_18	neti
sp003-006185_RV_18	kAle gacCati sati tasya kevalam SarIrAvayavAH eva vivfdDim prasAram na yayuH
sp003-006186_RV_18	kintu vaMSe BavAH vaMSyAH lokakAntAH janapriyAH prAramBe AdO
sp003-006187_RV_18	sUkzmAH tasya guRAH SOryAdayopi praTimAnam pfTutvam ApuH Kalu
sp003-006188_RV_18	sa iti
sp003-006189_RV_18	saH sudarSanaH pUrvasmin janmAntare janmaviSeze dfzwapArAH smaranniva gurURAm akleSakaraH san
sp003-006190_RV_18	trayARAm DarmArTakAmAnAm vargaH trivargaH tasya aDigamasya prApteH mUlam tisraH vidyAH trayIvArtAdaRqanItIH
sp003-006191_RV_18	pitryAH pitfsambanDinIH prakftIH prajASca jagrAha svAyattIcakAra
sp003-006192_RV_18	atra kOwilyaH DarmADarmO trayyAm arTAnarTO vArtAyAm nayAnayO daRqanItyAm iti
sp003-006193_RV_18	atra daRqanItiH nayadvArA kAmamUlamiti drazwavyam
sp003-006194_RV_18	AnvIkzikyAH anupAdAnam trayyantarBAvapakzam ASritya
sp003-006195_RV_18	yaTAha kAmandakaH trayIvArtAdaRqanItiH tisro vidyAH manormatAH
sp003-006196_RV_18	trayyA eva viBAgoऽyam yena sAnvIkzikI matA
sp003-006197_RV_18	iti
sp003-006198_RV_18	vyUhyeti
sp003-006199_RV_18	astrezu DanurvidyAyAm vinIyamAnaH SikzyamARaH ata eva uttarArDam pUrvakAryam kiYcidiva vyUhya vistArya sTitaH
sp003-006200_RV_18	unnadDacUqaH UrDvam utkfzya badDakeSaH
sp003-006201_RV_18	aYcitam AkuYcitam savyam jAnu yasya saH AkarRam Akfzwam
sp003-006202_RV_18	sabARam DanuH DanvA yena saH taToktaH san vyarocata aSoBata
sp003-006203_RV_18	aTeti
sp003-006204_RV_18	aTa saH sudarSanaH vanitAnAm netrEH nirveSanIyam Bogyam
sp003-006205_RV_18	netrapeyam ityarTaH
sp003-006206_RV_18	nirveSo BftiBogayoH ityamaraH
sp003-006207_RV_18	maDu kzOdram
sp003-006208_RV_18	rAgabanDaH anurAgasantAnaH eva pravAlaH pallavaH yasyatat
sp003-006209_RV_18	manasijaH eva taruH tasya puzpam puzpaBUtam
sp003-006210_RV_18	akftakaviDi akftrimasampAdanam
sp003-006211_RV_18	sarvANgam vyApnotIti sarvANgIRam
sp003-006212_RV_18	tatsarvAdeH ityAdinA KapratyayaH
sp003-006213_RV_18	AkalpajAtam ABaraRasamUhaBUtam
sp003-006214_RV_18	Adyam vilasitapadam vilAsasTAnam yOvanam prapede
sp003-006215_RV_18	viSizwa maDupuzpa AkalpajAta vilAsapadatvena yOvanasya caturDAkaraRAt saviSezaRamAlArUpakam etat
sp003-006216_RV_18	pratikftIti
sp003-006217_RV_18	dUtiBiH kanyAparIkzaRArTam prezitABiH sandarSitAByaH dUtisandarSitAByaH pratikftInAm
sp003-006218_RV_18	tUlikAdiliKitakanyApratimAnAm racanAByaH vinyAseByaH
sp003-006219_RV_18	paYcamI viBakte iti paYcamI
sp003-006220_RV_18	samaDikatararUpAH
sp003-006221_RV_18	citranirmARAdapi ramaRIyanirmARAH ityarTaH
sp003-006222_RV_18	SudDasantAnakAmEH amAtyEH AhftAH AnItAH rAjakanyAH yUnaH tasya sudarSanasya sambanDinyO
sp003-006223_RV_18	praTamaparigfhIte SrIBuvO SrISca BUSca te aDivividuH aDivinne cakruH
sp003-006224_RV_18	AtmanA sapatnIBAvam cakruH ityarTaH
sp003-006225_RV_18	kftasApatnikADyUQa aDivinnA ityamaraH
sp003-006226_RV_18	iti mahAmahopADyAyakolAcalamallinATasUriviracitayA saYjIvinIsamAKyayA
sp003-006227_RV_18	vyAKyayA sametaH mahAkaviSrIkAlidAsakftO raGuvaMSe mahAkAvye vaMSAnukramo nAma azwAdaSaH sargaH
sp003-006228_RV_19	agnivarRamiti
sp003-006229_RV_19	SrutavatAm SrutasampannAnAm apaScimaH praTamaH vaSI jitendriyaH rAGavaH sudarSanaH paScime vayasi
sp003-006230_RV_19	vArDake sve pade sTAne agnitejasam tanayam agnivarRam aBizicya nEmizam nEmizAraRyam SiSriye SritavAn
sp003-006231_RV_19	tatreti
sp003-006232_RV_19	tatra nEmize tIrTasalilena dIrGikAH vihAravApIH antaritaBUmiBiH kuSEH talpam SayyAm
sp003-006233_RV_19	uwajena parRaSAlayA sODavAsam vismftaH vismftavAn saH
sp003-006234_RV_19	kartari ktaH
sp003-006235_RV_19	Pale svargAdiPale niHspfhaH tapaH saYcikAya saYcitavAn
sp003-006236_RV_19	labDeti
sp003-006237_RV_19	tatsutaH sudarSanaputraH agnivarRaH labDapAlanaviDO labDasya rAjyasya pAlanakarmaRi Kedam nA Apa
sp003-006238_RV_19	akleSena apAlayat ityarTaH
sp003-006239_RV_19	kutaH
sp003-006240_RV_19	hi yasmAt BujanirjitadvizA guruRA pitrA medinI asya agnivarRasya Boktumeva kalpitA
sp003-006241_RV_19	prasADayitum na
sp003-006242_RV_19	prasADanam kaRwakaSoDanam
sp003-006243_RV_19	alaNkftiH Dvanyate
sp003-006244_RV_19	taTA ca yaTA alaNkftya nItA yuvatiH kevalam upaBujyate tadvat iti BAvaH
sp003-006245_RV_19	sa iti
sp003-006246_RV_19	aBikaH kAmukaH
sp003-006247_RV_19	anukABikABikaH kamitA iti nipAtaH
sp003-006248_RV_19	kamraH kAmayitABIkaH kamanaH kAmanoऽBikaH ityamaraH
sp003-006249_RV_19	saH agnivarRaH kulocitam aDikAram prajApAlanam kAScana samAH katicit vatsarAn svayam avartayat akarot
sp003-006250_RV_19	ataH param sacivezu sanniveSya niDAya strIviDeyam stryaDInam navam yOvanam yasya saH aBavat
sp003-006251_RV_19	stryAsaktaH aBUt ityarTaH
sp003-006252_RV_19	kAminIti
sp003-006253_RV_19	kAminIsahacarasya kAminaH tasya mfdaNganAdizu mfdaNganAdavatsu vESmasu aDikardDiH
sp003-006254_RV_19	pUrvasmAt aDikasamBAraH uttaraH utsavaH
sp003-006255_RV_19	fdDimantam sADanasampannam pUrvamutsavam apohat apAnudat
sp003-006256_RV_19	uttarottarADikA tasya utsavaparamparA vfttA ityarTaH
sp003-006257_RV_19	indriyArTamiti
sp003-006258_RV_19	indriyArTapariSUnyam SabdAdivizayarahitam ekamapi kzaRAntaram kzaRaBedam soQum akzamaH
sp003-006259_RV_19	aSaktaH saH agnivarRaH divAniSam antareva viharan samutsukAH darSanAkANkziRIH prajAH na vyapEkzata na apekzitavAn
sp003-006260_RV_19	gOravAditi
sp003-006261_RV_19	jAtu kadAcit mantriRAm gOravAt gurutvAdDetoH
sp003-006262_RV_19	mantrivacanAnuroDAt ityarTaH
sp003-006263_RV_19	prakftiBiH prajABiH kANkzitam yadapi darSanam dadO tadapi gavAkzavivarAvalambinA kevalena
sp003-006264_RV_19	caraRena caraRamAtreRa kalpitam sampAditam
sp003-006265_RV_19	na tu muKAvalokanapradAnena ityarTaH
sp003-006266_RV_19	tamiti
sp003-006267_RV_19	komalena mfdulena AtmanaKAnAm rAgeRa AruRyena rUzitam Curitam
sp003-006268_RV_19	ata eva navadivAkarAtapena spfzwam vyAptam yatpaNkajam tasya tulAm sAmyatAm aDirohati prApnotIti tulADirohaRam
sp003-006269_RV_19	tam caraRam anujIvinaH kftapraRatayaH kftanamaskArAH santaH Bejire sizevire
sp003-006270_RV_19	yOvaneti
sp003-006271_RV_19	vigAQamanmaTaH prOQamadanaH saH agnivarRaH yOvanena hetunA unnatAnAm vilAsinIstanAnAm
sp003-006272_RV_19	kzoBeRa AGAtena lolAni caYcalAni kamalAni yAsAm tAH
sp003-006273_RV_19	tadambuBiH tAsAm dIrGikARAm ambuBiH gUQAni antaritAni
sp003-006274_RV_19	mohanagfhARi surataBavanAni yAsu tASca dIrGikAH vyagAhata
sp003-006275_RV_19	strIBiH saha dIrGikAsu vijahAra ityarTaH
sp003-006276_RV_19	tatreti
sp003-006277_RV_19	tatra dIrGikAsu aNganAH sekena hftam locanAYjanam netrakajjalam yezAm tEH
sp003-006278_RV_19	rajyate aneneti rAgaH rAgadravyam lAkzAdi
sp003-006279_RV_19	rAgasya paripAwalaH aNgaguRaH
sp003-006280_RV_19	guRe SuklAdayaH puMsi ityamaraH
sp003-006281_RV_19	DOtaH rAgaparipAwalaH yezAm te taToktAH aDarAH yezAm tEH
sp003-006282_RV_19	nivfttasANkramikarAgEH ityarTaH
sp003-006283_RV_19	ata eva arpitaprakftakAntiBiH
sp003-006284_RV_19	aBivyaYjitasvABAvikarAgEH ityarTaH
sp003-006285_RV_19	evamBUtEH muKEH tam agnivarRam aDikam vyaloBayan praloBitavatyaH
sp003-006286_RV_19	GrAReti
sp003-006287_RV_19	priyAsaKaH saH agnivarRaH GrARakAntena GrARatarpaRena maDuganDena karziRIH manohAriRIH
sp003-006288_RV_19	racyanta iti racanAH
sp003-006289_RV_19	pAnaBUmayaH eva racanAH
sp003-006290_RV_19	racitAH pAnaBUmayaH ityarTaH
sp003-006291_RV_19	vAsitAsaKaH kariRIsahacaraH
sp003-006292_RV_19	vAsitA strIkariRyoSca ityamaraH
sp003-006293_RV_19	dvipaH puzpitAH kamalinIriva aByapadyata aBigataH
sp003-006294_RV_19	seti
sp003-006295_RV_19	aNganAH rahaH rahasi sAtirekasya sAtiSayasya madasya kAraRam tena agnivarRena dattam muKAsavam aBilezuH
sp003-006296_RV_19	vakulena tulyadohadaH tulyABiSavaH
sp003-006297_RV_19	aTa dohadam
sp003-006298_RV_19	icCAkANkzAspfhehAtfw ityamaraH
sp003-006299_RV_19	vakuladrumasya aNganAmadArTitvAt tulyABilAzatvam
sp003-006300_RV_19	soऽpi tABiH aNganABiH upahftam dattam muKAsavam apibat
sp003-006301_RV_19	aNketi
sp003-006302_RV_19	aNkaparivartanocite utsaNgavihArArhe uBe tasya agnivarRasya aNkam aSUnyatAm pUrRatAm ninyatuH
sp003-006303_RV_19	ke uBe
sp003-006304_RV_19	hfdayaNgamasvanA manoharaDvaniH vallakI vIRA ca
sp003-006305_RV_19	valguvAk maDuraBAziRI vAmalocanA kAminyapi ca
sp003-006306_RV_19	hfdayam gacCatIti hfdayaNgamaH
sp003-006307_RV_19	KacprakaraRe gameH supi upasaNKyAnAt KacpratyayaH
sp003-006308_RV_19	aNkADiropitayoH vIRAvAmAkzyoH vAdyagItAByAm AraMsta ityarTaH
sp003-006309_RV_19	sa iti
sp003-006310_RV_19	kftI kuSalaH svayam prahatapuzkaraH vAditavAdyamuKaH lolAni mAlyAni valayAni ca
sp003-006311_RV_19	yasya saH taToktaH manaH haran nartakInAmiti SezaH
sp003-006312_RV_19	saH agnivarRaH aBinayAtilaNGinIH
sp003-006313_RV_19	aBinayezu sKalantIH ityarTaH
sp003-006314_RV_19	nartakIH vilAsinIH
sp003-006315_RV_19	Silpini zvun iti zvunpratyayaH
sp003-006316_RV_19	zidgOrAdiByaSca iti NIz
sp003-006317_RV_19	nartakIlAsike same ityamaraH
sp003-006318_RV_19	guruzu nAwyAcAryezu pArSvavartizu samIpasTezu satsveva alajjayat lajjAm agamayat
sp003-006319_RV_19	cArviti
sp003-006320_RV_19	kiYca cAru sundaram nftyavigame lAsyAvasAne pIraSramAt nartanaprayAsAt svedena Binnatilakam
sp003-006321_RV_19	viSIrRatilakam tanmuKam nartakImuKam premRA dattavadanAnilaH pravartitamuKamArutaH piban
sp003-006322_RV_19	amarARAm alakAyASca ISvarO indrakuberO atyajIvat atikramya ajIvat
sp003-006323_RV_19	tatoऽpi utkfzwajIvitaH AsIt ityarTaH
sp003-006324_RV_19	indrAderapi durlaBam IdfSam sOBAgyam iti BAvaH
sp003-006325_RV_19	tasyeti
sp003-006326_RV_19	upasftya anyatra gatvA navezu nUtanezu kAmyavastuzu SabdAdizu indriyArTezu saNginaH
sp003-006327_RV_19	AsaktimataH sataH tasya sAvaraRAH pracCannAH dfzwAH prakASASca sanDayaH sADanAni yezu te samAgamAH
sp003-006328_RV_19	saNgamAH vallaBABiH preyasIBiH sAmiBuktavizayAH arDaBuktendriyArTAH cakrire
sp003-006329_RV_19	yaTezwam BuktaScettarhi ayam niHspfhaH san asmatsamIpam na AyAsyatIti BAvaH
sp003-006330_RV_19	atra gonardIyaH sanDirdviviDaH
sp003-006331_RV_19	sAvaraRaH prakASaSca
sp003-006332_RV_19	sAvaraRaH BikzukyAdinA
sp003-006333_RV_19	prakASaH svayam upetya kenApi iti
sp003-006334_RV_19	itaH svayam upasftya viSezArTam tatra sTitaH anupajApam svayam sanDeyaH iti vAtsyAyanaH
sp003-006335_RV_19	anyatra gatam kaTaYcitsanDAya punaH upagamAya arDopaBogena anivfttatfzRam cakruH ityarTaH
sp003-006336_RV_19	aNgulIti
sp003-006337_RV_19	saH agnivarRaH praRayinIH preyasIH vaYcayan anyatra gacCan aNgulyaH kisalayAni tezAm agrARi
sp003-006338_RV_19	tEH tarjanam Bartsanam BrUviBaNgena BrUBedena kuwilam vakram vIkzitam vIkzaRam ca asakft meKalABiH banDanam ca avApa
sp003-006339_RV_19	aparADinaH daRqyAH iti BAvaH
sp003-006340_RV_19	teneti
sp003-006341_RV_19	suratasya vAraH vAsaraH tasya rAtrizu dUtInAm viditam yaTA taTA pfzWataH priyajanasya
sp003-006342_RV_19	paScAdBAge nizeduzA tena agnivarRena vipralamBapariSaNkinaH virahaSaNkinaH
sp003-006343_RV_19	priyaSca asO janaSca priyajanaH
sp003-006344_RV_19	tasya kAtaram vacaH priyAnayanena mAm pAhi ityevamAdi dInavacanam SuSruve
sp003-006345_RV_19	lOlyamiti
sp003-006346_RV_19	gfhiRIparigrahAt rAjYIBiH samAgamAdDetoH nartakIzu veSyAsu
sp003-006347_RV_19	asulABAsu durlaBAsu satIzu lOlyam Otsukyam etya prApya
sp003-006348_RV_19	aNgulyoH kzaraRena svedanena sannavartikaH vigalitaSalAkaH
sp003-006349_RV_19	saH agnivarRaH tAsAm nartakInAm vapuH tadvapuH aliKan kaTaYcit vartate sma avartata
sp003-006350_RV_19	premeti
sp003-006351_RV_19	premRA svavizayeRa priyasya anurAgeRa hetunA garvite vipakze sapatnajane
sp003-006352_RV_19	matsarAt vErAt AyatAt pravfdDAt madanAcca hetoH devyaH rAjYaH ujJitaruzaH tyaktarozAH satyaH
sp003-006353_RV_19	tam mahIkzitam utsavaviDicCalena mahotsavakarmavyAjena
sp003-006354_RV_19	kftaH arTaH prayojanam yena saH kftArTaH tasya BAvaH tattAm ninyuH
sp003-006355_RV_19	madanamahotsavavyAjAt nItena tena samanoraTam kArayAmAsuH ityarTaH
sp003-006356_RV_19	prAtariti
sp003-006357_RV_19	saH agnivarRaH prAtaH etya Agatya pariBogaSoBinA darSanena hetunA
sp003-006358_RV_19	dfSeH RyantAt lyuw
sp003-006359_RV_19	kftAH KaRqanavyaTAH yAsAm tAH taToktAH
sp003-006360_RV_19	KaRqitAH ityarTaH
sp003-006361_RV_19	taduktam jYAteऽnyAsaNgavikfte KaRqiterzyAkazAyitA iti
sp003-006362_RV_19	praRayinIH prAYjaliH prasAdayan taTApi praRayamanTaraH praRayena nartakIgatena manTaraH alasaH
sp003-006363_RV_19	tatra SiTilaprayatnaH san ityarTaH
sp003-006364_RV_19	punaH adunot paryatApayat
sp003-006365_RV_19	svapneti
sp003-006366_RV_19	svapne kIrtitaH vipakzaH sapatnajanaH yena tam
sp003-006367_RV_19	tam agnivarRam
sp003-006368_RV_19	avadantyaH eva
sp003-006369_RV_19	tvayA gotrasKalanam kftam iti anupAlamBamAnAH eva
sp003-006370_RV_19	aNganAH striyaH pracCadasya AstaraRapawasya ante maDye galitAH aSrubindavaH yezu tEH
sp003-006371_RV_19	kroDena BinnAni BagnAni valayAni yezu tEH vivartanEH parAgvilambanEH pratyaBEtsuH praticakruH
sp003-006372_RV_19	tiraScakruH ityarTaH
sp003-006373_RV_19	klfpteti
sp003-006374_RV_19	saH agnivarRaH dUtiBiH kftamArgadarSanaH san
sp003-006375_RV_19	klfptapuzpaSayanAn latAgfhAn etya avaroDAt antaHpurajanAt Bayena yaH vepaTuH
sp003-006376_RV_19	kampaH taduttaram tatpraDAnam yaTA taTA parijanANganAratam dAsIratam anvaBUt
sp003-006377_RV_19	parijanaSca asO aNganA ceti vigrahaH
sp003-006378_RV_19	atra NIbantasyApi dUtISabdasya CandoBaNgaBayAt hrasvatvam kftam
sp003-006379_RV_19	api mAzam mazam kuryAt CandoBaNgam tyajet girAm ityupadeSAt
sp003-006380_RV_19	nAmeti
sp003-006381_RV_19	mayA te vallaBajanasya priyajanasya nAma prApya
sp003-006382_RV_19	tannAmnA AhvAnam labDvA tasya tvadvAllaBajanasya yadBAgyam
sp003-006383_RV_19	tatparihAsakAraRamiti SezaH
sp003-006384_RV_19	tadapi kANkzate
sp003-006385_RV_19	nanu bata mama manaH lolupam gfDnu
sp003-006386_RV_19	iti anena prakAreRa aNhanAH gotre nAmni visKalitam sKalitavantam tam agnivarRam UcuH
sp003-006387_RV_19	gotram nAmni kuleऽcale iti yAdavaH
sp003-006388_RV_19	tannAmalABe sati tadBAgyamapi kANkziRaH mama
sp003-006389_RV_19	aho tfzReti solluRWam upAlamBanta ityarTaH
sp003-006390_RV_19	cUrReti
sp003-006391_RV_19	cUrREH baBru cUrREH vyAnatakaraREH aDomuKAvasTitAyAH striyAH
sp003-006392_RV_19	ScikuragalitEH kuNkumAdiBiH baBru piNgalam
sp003-006393_RV_19	baBru syAtpiNgale trizu ityamaraH
sp003-006394_RV_19	lulitasragAkulam karipadAKyabanDe striyAH BUmigatamastakatayA patitABiH lulitasragBiH Akulam
sp003-006395_RV_19	CinnameKalam harivikramakaraREH striyAH ucCritEkacaraRatvAt galitameKalam
sp003-006396_RV_19	alaktakANkzitam DEnukabanDe alaktakANkitam DEnukabanDe BUtalanihitakAntAcaraRatvAt lAkzArAgarUzitam Sayanam kartf
sp003-006397_RV_19	utTitasya
sp003-006398_RV_19	SayanAditi BAvaH
sp003-006399_RV_19	vilAtinaH tasya agnivarRasya viBramaratAni lIlAratAni
sp003-006400_RV_19	suratabanDaviSezAn ityarTaH
sp003-006401_RV_19	apAvfRot sPuwIcakAra
sp003-006402_RV_19	vyAnatAdInAm lakzaRam ratirahasye vyAnatam ratamidam priyA yadi syAt aDomuKacatuzpadAkftiH
sp003-006403_RV_19	tatkawim samaDiruhya vallaBaH syAt vfzAdipaSusaMsTitasTitiH
sp003-006404_RV_19	BUgatastanaBujAsyamastakAm unnatosPicamaDomuKIm striyam
sp003-006405_RV_19	krAmati svakarakfzwamehane vallaBe karipadam taducyate
sp003-006406_RV_19	yozidekacaraRe samutTite jAyate hi harivikramAhvayaH
sp003-006407_RV_19	nyastahastayugalA nije pade yozideti kawirUQavallaBA
sp003-006408_RV_19	agrato yadi SanEraDomuKI DEnukam vfzavadunnute priye
sp003-006409_RV_19	iti
sp003-006410_RV_19	sa iti
sp003-006411_RV_19	saH agnivarRaH svayameva yozitAm caraRayoH rAgam lAkzArasam Adatte arpayAmAsa
sp003-006412_RV_19	kiYca
sp003-006413_RV_19	SlaTAMSukEH priyANgasparSAt iti BAvaH
sp003-006414_RV_19	nitambiBiH nitambavadBiH meKalAguRapadEH jaGanyEH
sp003-006415_RV_19	paScAnnitambaH strIkawyAH klIbe tu jaGanam puraH ityamaraH
sp003-006416_RV_19	loByamAnanayanaH AkfzyamARadfzwiH san
sp003-006417_RV_19	taTA samAhitaH avahitaH nAdaDe yaTA samyak rAgaracanA syAditi BAvaH
sp003-006418_RV_19	cumbana iti
sp003-006419_RV_19	cumbane pravftte sati viparivartitADaram parihftozWam
sp003-006420_RV_19	raSanAyAH viGawwane granTivisraMsane prasakte sati hastam ruRadDi vArayatIti hastaroDi
sp003-006421_RV_19	itTam sarvataH sarvatra viGnitecCam pratihatamanoraTam api
sp003-006422_RV_19	vaDUnAm ratam suratam tasya agnivarRasya manmaTenDanam kAmoddIpakam aBUt
sp003-006423_RV_19	darpaRezviti
sp003-006424_RV_19	saH agnivarRaH darpaRezu pariBogadarSinIH samBogacihnAni padayantIH vaDUH narmapUrvam
sp003-006425_RV_19	parihAsapUrvam anupfzWam tAsAm pfzwaBAge saMsTitaH san
